"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error	% of Total Deaths
	"Alabama"	"01"	"1999"	"1999"	524	2868102	18.269922060	16.705596568	19.834247552	0.798125251	18.040130796	16.493615010	19.586646583	0.789038666	0.064657433%
	"Alabama"	"01"	"2000"	"2000"	502	2884066	17.405981694	15.883322408	18.928640979	0.776866982	17.065967988	15.571422312	18.560513665	0.762523305	0.061942808%
	"Alabama"	"01"	"2001"	"2001"	518	2899262	17.866615711	16.327988220	19.405243202	0.785014026	17.428231956	15.925462480	18.931001434	0.766719121	0.063917081%
	"Alabama"	"01"	"2002"	"2002"	489	2912842	16.787728274	15.299760337	18.275696210	0.759167314	16.260485886	14.816393273	17.704578499	0.736781945	0.060338711%
	"Alabama"	"01"	"2003"	"2003"	497	2933859	16.940146067	15.450802041	18.429490093	0.759869401	16.361551343	14.919503122	17.803599565	0.735738888	0.061325848%
	"Alabama"	"01"	"2004"	"2004"	497	2959133	16.795460022	15.318836506	18.272083538	0.753379345	16.025641668	14.610524215	17.440759122	0.721998701	0.061325848%
	"Alabama"	"01"	"2005"	"2005"	512	2994406	17.098549762	15.617463453	18.579636072	0.755656280	16.314826873	14.895115966	17.734537780	0.724342300	0.063176728%
	"Alabama"	"01"	"2006"	"2006"	551	3043069	18.106720551	16.594830981	19.618610121	0.771372229	17.283781508	15.833120459	18.734442557	0.740133188	0.067989018%
	"Alabama"	"01"	"2007"	"2007"	584	3077548	18.976145945	17.437078472	20.515213417	0.785238506	18.013123458	16.543927233	19.482319682	0.749589910	0.072060956%
	"Alabama"	"01"	"2008"	"2008"	590	3112848	18.953704132	17.424293297	20.483114967	0.780311650	17.653312581	16.219367735	19.087257428	0.731604514	0.072801308%
	"Alabama"	"01"	"2009"	"2009"	602	3146862	19.130168403	17.601980988	20.658355818	0.779687457	17.686159067	16.261056839	19.111261294	0.727092973	0.074282013%
	"Alabama"	"01"	"2010"	"2010"	577	3168102	18.212797442	16.726708432	19.698886451	0.758208678	16.549789953	15.187807967	17.911771939	0.694888769	0.071197211%
	"Alabama"	"01"	"2011"	"2011"	645	3190717	20.214892139	18.654809361	21.774974916	0.795960601	18.102447503	16.691166836	19.513728170	0.720041157	0.079587871%
	"Alabama"	"01"	"2012"	"2012"	664	3212676	20.668128377	19.096053663	22.240203090	0.802078935	18.267338382	16.861860874	19.672815891	0.717080362	0.081932319%
	"Alabama"	"01"	"2013"	"2013"	621	3236523	19.187257437	17.678139525	20.696375348	0.769958118	16.643885009	15.317976150	17.969793868	0.676484112	0.076626461%
	"Alabama"	"01"	"2014"	"2014"	675	3261970	20.693016797	19.131926604	22.254106989	0.796474588	17.732143748	16.377039164	19.087248331	0.691379889	0.083289632%
	"Alabama"	"01"	"2015"	"2015"	684	3286823	20.810369162	19.250788632	22.369949692	0.795704352	17.786966668	16.433273198	19.140660137	0.690659933	0.084400160%
	"Alabama"	"01"	"2016"	"2016"	724	3306861	21.893874584	20.299062880	23.488686288	0.813679441	18.666849568	17.286732535	20.046966600	0.704141343	0.089335842%
	"Alabama"	"01"	"2017"	"2017"	714	3323045	21.486317519	19.910271281	23.062363757	0.804105224	17.935512882	16.598024084	19.273001681	0.682392244	0.088101922%
	"Alabama"	"01"	"2018"	"2018"	775	3345373	23.166325549	21.535293949	24.797357148	0.832158979	18.847309337	17.501133035	20.193485639	0.686824644	0.095628837%
	"Alabama"	"01"	"2019"	"2019"	743	3364655	22.082501772	20.494650072	23.670353472	0.810128418	17.782817934	16.484241894	19.081393974	0.662538796	0.091680291%
	"Alabama"	"01"	"2020"	"2020"	787	3386607	23.238598397	21.614999918	24.862196876	0.828366571	18.558728796	17.236250840	19.881206752	0.674733651	0.097109541%
"Total"	"Alabama"	"01"			13475	68915349	19.552973605	19.222828777	19.883118434	0.168441239	17.573517683	17.274536343	17.872499023	0.152541500	1.662707838%
	"Alaska"	"02"	"1999"	"1999"	47	376602	12.480018693	9.169818535	16.595804058	1.820397821	22.728102551	16.161953724	31.069998030	3.653807110	0.005799426%
	"Alaska"	"02"	"2000"	"2000"	31	378923	8.181081645	5.558635923	11.612390908	1.469365640	12.325038728	8.122323772	17.932315098	2.388664480	0.003825153%
	"Alaska"	"02"	"2001"	"2001"	40	383169	10.439257873	7.457910217	14.215346231	1.650591598	16.975926320	11.756338255	23.722159440	2.895549322	0.004935682%
	"Alaska"	"02"	"2002"	"2002"	42	388568	10.808918902	7.790095942	14.610523769	1.667852396	15.384262911	10.654063594	21.497968992	2.619489284	0.005182466%
	"Alaska"	"02"	"2003"	"2003"	41	393318	10.424135178	7.480567887	14.141486024	1.627976405	16.573273249	11.477488923	23.159492038	2.828779564	0.005059074%
	"Alaska"	"02"	"2004"	"2004"	42	401069	10.472013544	7.547284881	14.155125427	1.615866771	16.153188180	11.313531470	22.362796780	2.683549466	0.005182466%
	"Alaska"	"02"	"2005"	"2005"	34	408051	8.332291797	5.770362038	11.643544557	1.428976254	14.297485457	9.575311960	20.533619688	2.645328790	0.004195330%
	"Alaska"	"02"	"2006"	"2006"	49	415353	11.797194194	8.727682237	15.596480584	1.685313456	17.885235290	12.890067926	24.175651394	2.745684031	0.006046210%
	"Alaska"	"02"	"2007"	"2007"	48	421573	11.385928416	8.395072739	15.096033190	1.643417209	15.117437168	10.848575261	20.508466437	2.362823005	0.005922818%
	"Alaska"	"02"	"2008"	"2008"	63	429125	14.681036994	11.281349257	18.783359161	1.849636803	21.167659015	15.856058338	27.687721344	2.896064550	0.007773699%
	"Alaska"	"02"	"2009"	"2009"	58	439295	13.202972945	10.025545476	17.067879216	1.733635281	16.606514044	12.285665155	21.954641891	2.383198735	0.007156739%
	"Alaska"	"02"	"2010"	"2010"	51	447972	11.384640111	8.476661488	14.968752511	1.594168481	15.877176721	11.490312793	21.386398271	2.434689905	0.006292994%
	"Alaska"	"02"	"2011"	"2011"	59	457541	12.895019244	9.816333400	16.633672174	1.678788512	16.859916345	12.513767109	22.227776510	2.383910678	0.007280131%
	"Alaska"	"02"	"2012"	"2012"	63	464682	13.557658786	10.418111741	17.346075381	1.708104453	17.514512775	13.157427432	22.852585979	2.389055964	0.007773699%
	"Alaska"	"02"	"2013"	"2013"	69	464673	14.849151984	11.553531193	18.792492785	1.787627829	17.413293009	13.255869303	22.461929052	2.270054977	0.008514051%
	"Alaska"	"02"	"2014"	"2014"	62	468422	13.235928287	10.147853858	16.967798267	1.680964573	16.109414481	12.067079105	21.071436329	2.203819318	0.007650307%
	"Alaska"	"02"	"2015"	"2015"	65	471543	13.784532906	10.638626806	17.569489951	1.709760880	16.268349783	12.288948742	21.125753661	2.182902220	0.008020483%
	"Alaska"	"02"	"2016"	"2016"	81	479293	16.899892133	13.420880338	21.005044931	1.877765792	18.819439685	14.670694207	23.777232876	2.242864422	0.009994756%
	"Alaska"	"02"	"2017"	"2017"	61	482658	12.638348479	9.667325518	16.234464155	1.618174707	14.332308876	10.735902609	18.746946656	1.973613267	0.007526915%
	"Alaska"	"02"	"2018"	"2018"	71	483245	14.692340324	11.474864717	18.532330392	1.743660001	15.119041292	11.617924900	19.343755000	1.903308105	0.008760835%
	"Alaska"	"02"	"2019"	"2019"	70	483410	14.480461720	11.288243934	18.295194555	1.730746212	14.557832686	11.161344742	18.662413612	1.841642977	0.008637443%
	"Alaska"	"02"	"2020"	"2020"	88	485337	18.131731148	14.542192332	22.338836726	1.932849035	17.992112006	14.266665294	22.392802681	2.008950201	0.010858500%
"Total"	"Alaska"	"02"			1235	9623822	12.832739425	12.117021378	13.548457472	0.365162269	16.557099308	15.565031326	17.549167290	0.506157134	0.152389179%
	"Arizona"	"04"	"1999"	"1999"	457	3192500	14.314800313	13.002348808	15.627251819	0.669618115	14.095538605	12.798507413	15.392569797	0.661750608	0.056390166%
	"Arizona"	"04"	"2000"	"2000"	478	3249584	14.709575133	13.390886533	16.028263734	0.672800306	14.361284923	13.070400535	15.652169311	0.658614484	0.058981399%
	"Arizona"	"04"	"2001"	"2001"	533	3338444	15.965521662	14.610096386	17.320946939	0.691543508	15.667955277	14.334630911	17.001279643	0.680267534	0.065767961%
	"Arizona"	"04"	"2002"	"2002"	486	3418910	14.215056846	12.951233023	15.478880669	0.644808073	13.801965541	12.572019009	15.031912073	0.627523741	0.059968535%
	"Arizona"	"04"	"2003"	"2003"	485	3496834	13.869688981	12.635300318	15.104077645	0.629790134	13.486121441	12.283008027	14.689234855	0.613833374	0.059845143%
	"Arizona"	"04"	"2004"	"2004"	560	3596754	15.569594140	14.280040684	16.859147595	0.657935437	14.937936457	13.697289263	16.178583651	0.632983262	0.069099547%
	"Arizona"	"04"	"2005"	"2005"	587	3729568	15.739088281	14.465829757	17.012346804	0.649621696	15.069695394	13.846797143	16.292593645	0.623927679	0.072431132%
	"Arizona"	"04"	"2006"	"2006"	581	3862288	15.042896853	13.819691191	16.266102515	0.624084522	14.375810614	13.202202755	15.549418473	0.598779520	0.071690780%
	"Arizona"	"04"	"2007"	"2007"	643	3953926	16.262317504	15.005324036	17.519310972	0.641323198	15.483419335	14.281693002	16.685145668	0.613125680	0.079341086%
	"Arizona"	"04"	"2008"	"2008"	642	4030260	15.929493383	14.697266949	17.161719817	0.628686956	14.986979924	13.822472116	16.151487732	0.594136637	0.079217694%
	"Arizona"	"04"	"2009"	"2009"	633	4086373	15.490509555	14.283752294	16.697266815	0.615692480	14.294687862	13.175392738	15.413982986	0.571068941	0.078107166%
	"Arizona"	"04"	"2010"	"2010"	726	4129792	17.579577858	16.300796775	18.858358941	0.652439328	16.110701163	14.931370542	17.290031784	0.601699296	0.089582626%
	"Arizona"	"04"	"2011"	"2011"	723	4212886	17.161632192	15.910666174	18.412598211	0.638247969	15.499831038	14.361433022	16.638229054	0.580815314	0.089212450%
	"Arizona"	"04"	"2012"	"2012"	841	4279410	19.652241781	18.324021302	20.980462260	0.677663510	17.178971821	16.008152579	18.349791063	0.597356756	0.103772712%
	"Arizona"	"04"	"2013"	"2013"	769	4343532	17.704485658	16.453143098	18.955828218	0.638440082	15.093587869	14.016987411	16.170188328	0.549285948	0.094888484%
	"Arizona"	"04"	"2014"	"2014"	814	4437972	18.341711034	17.081672821	19.601749246	0.642876639	15.379822022	14.313185589	16.446458454	0.544202261	0.100441127%
	"Arizona"	"04"	"2015"	"2015"	867	4532781	19.127330440	17.854117971	20.400542910	0.649598199	15.707677483	14.649641969	16.765712997	0.539814038	0.106980905%
	"Arizona"	"04"	"2016"	"2016"	908	4627311	19.622627483	18.346275944	20.898979022	0.651199765	16.032814122	14.976867837	17.088760407	0.538748104	0.112039979%
	"Arizona"	"04"	"2017"	"2017"	923	4710337	19.595200938	18.331032503	20.859369373	0.644983895	15.859442930	14.822977434	16.895908426	0.528808927	0.113890860%
	"Arizona"	"04"	"2018"	"2018"	952	4841593	19.662949777	18.413881246	20.912018309	0.637279863	15.696871125	14.686595525	16.707146725	0.515446735	0.117469229%
	"Arizona"	"04"	"2019"	"2019"	1021	4944637	20.648634066	19.382048518	21.915219613	0.646217116	16.316545604	15.300833527	17.332257682	0.518220448	0.125983280%
	"Arizona"	"04"	"2020"	"2020"	1005	5073314	19.809536725	18.584786975	21.034286475	0.624872322	15.332497504	14.371335858	16.293659150	0.490388595	0.124009008%
"Total"	"Arizona"	"04"			15634	90089006	17.353948827	17.081917243	17.625980411	0.138791624	15.360286972	15.118048970	15.602524975	0.123590818	1.929111269%
	"Arkansas"	"05"	"1999"	"1999"	294	1709833	17.194661701	15.229148152	19.160175249	1.002813035	15.862263448	14.046024293	17.678502604	0.926652630	0.036277262%
	"Arkansas"	"05"	"2000"	"2000"	307	1731293	17.732411556	15.748808878	19.716014234	1.012042183	16.356437771	14.524629211	18.188246331	0.934596204	0.037881359%
	"Arkansas"	"05"	"2001"	"2001"	290	1743834	16.630023271	14.715988031	18.544058510	0.976548591	15.364779868	13.594397623	17.135162114	0.903256248	0.035783694%
	"Arkansas"	"05"	"2002"	"2002"	316	1754926	18.006457252	16.021090227	19.991824277	1.012942360	16.566797604	14.737172673	18.396422535	0.933482108	0.038991887%
	"Arkansas"	"05"	"2003"	"2003"	303	1770115	17.117531912	15.190113944	19.044949880	0.983376514	15.686865346	13.917752670	17.455978022	0.902608508	0.037387790%
	"Arkansas"	"05"	"2004"	"2004"	309	1790741	17.255426664	15.331437889	19.179415439	0.981626926	15.857227434	14.085049433	17.629405435	0.904172450	0.038128143%
	"Arkansas"	"05"	"2005"	"2005"	351	1816871	19.318927981	17.297838524	21.340017438	1.031168090	17.840525418	15.966958737	19.714092098	0.955901368	0.043310609%
	"Arkansas"	"05"	"2006"	"2006"	351	1850037	18.972593521	16.987736557	20.957450485	1.012682124	17.268890877	15.453722574	19.084059180	0.926106277	0.043310609%
	"Arkansas"	"05"	"2007"	"2007"	360	1870588	19.245285440	17.257226857	21.233344022	1.014315604	17.545250121	15.723076966	19.367423277	0.929680181	0.044421137%
	"Arkansas"	"05"	"2008"	"2008"	358	1889994	18.941859075	16.979686690	20.904031459	1.001108360	17.177639260	15.386291499	18.968987021	0.913952939	0.044174353%
	"Arkansas"	"05"	"2009"	"2009"	396	1907004	20.765556863	18.720280213	22.810833513	1.043508495	18.525035040	16.688700758	20.361369322	0.936905246	0.048863251%
	"Arkansas"	"05"	"2010"	"2010"	363	1920338	18.902922298	16.958315911	20.847528686	0.992146116	16.817400208	15.073104645	18.561695772	0.889946716	0.044791313%
	"Arkansas"	"05"	"2011"	"2011"	371	1941875	19.105246218	17.161132094	21.049360343	0.991894962	16.934177879	15.196672511	18.671683247	0.886482331	0.045778450%
	"Arkansas"	"05"	"2012"	"2012"	381	1951558	19.522863271	17.562497567	21.483228976	1.000186584	16.935254519	15.216938494	18.653570544	0.876691850	0.047012370%
	"Arkansas"	"05"	"2013"	"2013"	397	1961184	20.242873693	18.251590706	22.234156680	1.015960708	17.220836991	15.510728358	18.930945624	0.872504405	0.048986643%
	"Arkansas"	"05"	"2014"	"2014"	388	1972786	19.667617268	17.710612171	21.624622366	0.998471988	16.764816130	15.075579623	18.454052637	0.861855361	0.047876114%
	"Arkansas"	"05"	"2015"	"2015"	371	1988763	18.654812062	16.756533274	20.553090849	0.968509585	15.763559524	14.138730767	17.388388281	0.828994264	0.045778450%
	"Arkansas"	"05"	"2016"	"2016"	434	2001457	21.684203058	19.644087950	23.724318167	1.040875055	17.974141863	16.258729514	19.689554212	0.875210382	0.053552149%
	"Arkansas"	"05"	"2017"	"2017"	423	2017391	20.967675577	18.969488361	22.965862793	1.019483273	17.328563893	15.652581407	19.004546379	0.855093105	0.052194836%
	"Arkansas"	"05"	"2018"	"2018"	438	2030067	21.575642577	19.555031381	23.596253773	1.030924080	17.681076310	15.997259982	19.364892638	0.859089963	0.054045717%
	"Arkansas"	"05"	"2019"	"2019"	419	2038589	20.553431810	18.585394143	22.521469477	1.004100851	16.352077891	14.758726801	17.945428980	0.812934229	0.051701268%
	"Arkansas"	"05"	"2020"	"2020"	432	2052176	21.050826050	19.065721702	23.035930397	1.012808341	16.737909841	15.133948878	18.341870804	0.818347430	0.053305364%
"Total"	"Arkansas"	"05"			8052	41711420	19.304065889	18.882415039	19.725716738	0.215127984	16.852492563	16.482022108	17.222963018	0.189015538	0.993552766%
	"California"	"06"	"1999"	"1999"	2809	21033993	13.354573238	12.860706001	13.848440474	0.251973080	15.240152498	14.676010177	15.804294819	0.287827715	0.346608261%
	"California"	"06"	"2000"	"2000"	2881	21255789	13.553954643	13.059017018	14.048892268	0.252519196	15.408587002	14.845378560	15.971795444	0.287351246	0.355492489%
	"California"	"06"	"2001"	"2001"	3042	21665059	14.041041845	13.542070277	14.540013414	0.254577331	15.866875027	15.302270260	16.431479793	0.288063656	0.375358608%
	"California"	"06"	"2002"	"2002"	3097	21949511	14.109653741	13.612716180	14.606591303	0.253539572	15.778757666	15.221922569	16.335592763	0.284099539	0.382145171%
	"California"	"06"	"2003"	"2003"	3157	22240382	14.194900070	13.699733724	14.690066415	0.252635891	15.713158059	15.163601484	16.262714635	0.280386008	0.389548694%
	"California"	"06"	"2004"	"2004"	3235	22494088	14.381556612	13.885963999	14.877149224	0.252853374	15.822762656	15.275607768	16.369917545	0.279160658	0.399173273%
	"California"	"06"	"2005"	"2005"	3456	22737973	15.199244013	14.692497007	15.705991020	0.258544391	16.498099512	15.945614870	17.050584153	0.281879919	0.426442916%
	"California"	"06"	"2006"	"2006"	3383	22949436	14.741103006	14.244356234	15.237849777	0.253442230	15.974337254	15.433209224	16.515465283	0.276085729	0.417435296%
	"California"	"06"	"2007"	"2007"	3523	23172540	15.203339815	14.701299316	15.705380314	0.256143112	16.227740670	15.688381736	16.767099604	0.275183130	0.434710183%
	"California"	"06"	"2008"	"2008"	3547	23470137	15.112821881	14.615461667	15.610182095	0.253755211	15.966302790	15.436981257	16.495624322	0.270062006	0.437671592%
	"California"	"06"	"2009"	"2009"	3678	23784383	15.463928579	14.964158738	15.963698419	0.254984612	16.157614690	15.630617428	16.684611952	0.268876154	0.453835950%
	"California"	"06"	"2010"	"2010"	3817	24035965	15.880369272	15.376572258	16.384166285	0.257039292	16.424180886	15.897865883	16.950495889	0.268528063	0.470987445%
	"California"	"06"	"2011"	"2011"	3816	24445156	15.610454685	15.115155696	16.105753674	0.252703566	15.911066100	15.400079495	16.422052705	0.260707451	0.470864053%
	"California"	"06"	"2012"	"2012"	4036	24779968	16.287349524	15.784855491	16.789843556	0.256374507	16.315449307	15.805820373	16.825078241	0.260014762	0.498010303%
	"California"	"06"	"2013"	"2013"	4098	25148028	16.295512316	15.796584045	16.794440587	0.254555240	16.143099787	15.642384541	16.643815034	0.255466963	0.505660610%
	"California"	"06"	"2014"	"2014"	4140	25654915	16.137258689	15.645688359	16.628829019	0.250801189	15.658803120	15.175205020	16.142401220	0.246733724	0.510843076%
	"California"	"06"	"2015"	"2015"	4239	26088800	16.248351783	15.759211223	16.737492343	0.249561510	15.608997775	15.132260704	16.085734845	0.243233199	0.523058889%
	"California"	"06"	"2016"	"2016"	4422	26308367	16.808340860	16.312923125	17.303758594	0.252764150	15.939535376	15.462716204	16.416354547	0.243275087	0.545639634%
	"California"	"06"	"2017"	"2017"	4526	26677565	16.965566385	16.471293076	17.459839695	0.252180260	16.005144285	15.531846974	16.478441597	0.241478220	0.558472406%
	"California"	"06"	"2018"	"2018"	4545	26821695	16.945237801	16.452589720	17.437885882	0.251351062	15.700786612	15.237999695	16.163573529	0.236115774	0.560816855%
	"California"	"06"	"2019"	"2019"	4713	26939547	17.494726248	16.995250388	17.994202107	0.254834622	16.008502199	15.545604122	16.471400275	0.236172488	0.581546719%
	"California"	"06"	"2020"	"2020"	4655	26972341	17.258420394	16.762630954	17.754209834	0.252953796	15.547080174	15.095240236	15.998920112	0.230530581	0.574389981%
"Total"	"California"	"06"			82815	530625638	15.607048373	15.500751045	15.713345700	0.054233330	15.922037853	15.812917288	16.031158418	0.055673758	10.218712404%
	"Colorado"	"08"	"1999"	"1999"	345	2726699	12.652661698	11.317516740	13.987806656	0.681196407	15.691085492	14.025257330	17.356913654	0.849912328	0.042570256%
	"Colorado"	"08"	"2000"	"2000"	313	2770355	11.298191026	10.046512458	12.549869594	0.638611514	13.988125502	12.428803498	15.547447506	0.795572451	0.038621711%
	"Colorado"	"08"	"2001"	"2001"	349	2845328	12.265721210	10.978845964	13.552596457	0.656569003	14.918140440	13.339133814	16.497147066	0.805615625	0.043063825%
	"Colorado"	"08"	"2002"	"2002"	391	2888032	13.538631151	12.196662258	14.880600044	0.684678007	16.648209486	14.984712323	18.311706650	0.848723043	0.048246291%
	"Colorado"	"08"	"2003"	"2003"	362	2917469	12.408015304	11.129799724	13.686230883	0.652150806	14.801867433	13.261411991	16.342322876	0.785946654	0.044667921%
	"Colorado"	"08"	"2004"	"2004"	374	2957254	12.646867669	11.365117909	13.928617428	0.653953959	14.805273480	13.286354745	16.324192215	0.774958538	0.046148626%
	"Colorado"	"08"	"2005"	"2005"	389	3002828	12.954454934	11.667093735	14.241816132	0.656816938	15.020460079	13.508169997	16.532750160	0.771576572	0.047999506%
	"Colorado"	"08"	"2006"	"2006"	399	3071204	12.991647575	11.716871646	14.266423505	0.650395882	14.828311418	13.353626002	16.302996833	0.752390518	0.049233427%
	"Colorado"	"08"	"2007"	"2007"	439	3138503	13.987560311	12.679084245	15.296036378	0.667589830	15.852269568	14.347921428	17.356617708	0.767524561	0.054169109%
	"Colorado"	"08"	"2008"	"2008"	454	3204937	14.165645066	12.862584804	15.468705328	0.664826664	15.780529525	14.305646784	17.255412266	0.752491195	0.056019990%
	"Colorado"	"08"	"2009"	"2009"	432	3269672	13.212334448	11.966404123	14.458264774	0.635678738	14.372156514	12.991699979	15.752613048	0.704314558	0.053305364%
	"Colorado"	"08"	"2010"	"2010"	462	3315889	13.932915125	12.662408087	15.203422163	0.648217876	15.207464806	13.792765806	16.622163805	0.721785204	0.057007126%
	"Colorado"	"08"	"2011"	"2011"	488	3385944	14.412524247	13.133772585	15.691275910	0.652424317	15.314734060	13.928739920	16.700728201	0.707139868	0.060215319%
	"Colorado"	"08"	"2012"	"2012"	511	3449554	14.813509225	13.529099534	16.097918915	0.655311067	15.372588668	14.011694500	16.733482835	0.694333759	0.063053336%
	"Colorado"	"08"	"2013"	"2013"	496	3515144	14.110374995	12.868568895	15.352181094	0.633574541	14.338177096	13.047472406	15.628881787	0.658522801	0.061202456%
	"Colorado"	"08"	"2014"	"2014"	522	3586096	14.556219354	13.307486864	15.804951844	0.637108413	14.480021121	13.207329382	15.752712860	0.649332520	0.064410649%
	"Colorado"	"08"	"2015"	"2015"	502	3668427	13.684339364	12.487245930	14.881432798	0.610761956	13.471628276	12.263084609	14.680171942	0.616603911	0.061942808%
	"Colorado"	"08"	"2016"	"2016"	567	3745042	15.140017121	13.893808050	16.386226193	0.635820955	14.819518124	13.570338474	16.068697775	0.637336556	0.069963291%
	"Colorado"	"08"	"2017"	"2017"	551	3824091	14.408652932	13.205547598	15.611758267	0.613829252	13.845049001	12.659749852	15.030348149	0.604744464	0.067989018%
	"Colorado"	"08"	"2018"	"2018"	640	3903501	16.395538262	15.125280775	17.665795749	0.648090555	15.897945612	14.638079131	17.157812092	0.642789021	0.078970910%
	"Colorado"	"08"	"2019"	"2019"	618	3973000	15.554996224	14.328597348	16.781395101	0.625713712	14.715151691	13.529942835	15.900360548	0.604698396	0.076256285%
	"Colorado"	"08"	"2020"	"2020"	643	4030205	15.954523405	14.721320837	17.187725973	0.629184983	15.090494954	13.900795693	16.280194216	0.606989419	0.079341086%
"Total"	"Colorado"	"08"			10247	73189174	14.000704530	13.729618216	14.271790845	0.138309344	14.933963728	14.640633013	15.227294444	0.149658528	1.264398310%
	"Connecticut"	"09"	"1999"	"1999"	419	2283090	18.352320758	16.595044462	20.109597055	0.896569539	17.498225705	15.820016827	19.176434583	0.856229019	0.051701268%
	"Connecticut"	"09"	"2000"	"2000"	394	2292292	17.188037126	15.490832357	18.885241896	0.865920801	16.324482704	14.709536428	17.939428980	0.823952182	0.048616467%
	"Connecticut"	"09"	"2001"	"2001"	396	2308486	17.154100133	15.464529240	18.843671027	0.862025966	16.223593589	14.621442902	17.825744277	0.817423820	0.048863251%
	"Connecticut"	"09"	"2002"	"2002"	434	2324115	18.673774749	16.916889799	20.430659698	0.896369872	17.424757548	15.779956779	19.069558318	0.839184066	0.053552149%
	"Connecticut"	"09"	"2003"	"2003"	430	2340431	18.372684348	16.636105698	20.109262997	0.886009515	17.120749795	15.494897913	18.746601677	0.829516266	0.053058580%
	"Connecticut"	"09"	"2004"	"2004"	459	2348377	19.545413705	17.757302207	21.333525203	0.912301785	18.061939350	16.400567224	19.723311475	0.847638839	0.056636950%
	"Connecticut"	"09"	"2005"	"2005"	477	2356884	20.238586201	18.422330240	22.054842162	0.926661205	18.500206260	16.827432674	20.172979844	0.853455911	0.058858007%
	"Connecticut"	"09"	"2006"	"2006"	482	2367197	20.361634456	18.543838267	22.179430646	0.927447035	18.526333875	16.857401797	20.195265953	0.851495958	0.059474967%
	"Connecticut"	"09"	"2007"	"2007"	468	2378587	19.675546869	17.892922016	21.458171721	0.909502476	17.794919328	16.167083326	19.422755329	0.830528572	0.057747478%
	"Connecticut"	"09"	"2008"	"2008"	477	2398685	19.885895814	18.101291076	21.670500551	0.910512621	17.721446292	16.114862921	19.328029663	0.819685393	0.058858007%
	"Connecticut"	"09"	"2009"	"2009"	503	2415825	20.821044571	19.001450166	22.640638975	0.928364492	18.731905740	17.077640919	20.386170562	0.844012664	0.062066200%
	"Connecticut"	"09"	"2010"	"2010"	475	2430423	19.543923013	17.786319104	21.301526921	0.896736688	17.264336927	15.692722869	18.835950985	0.801843907	0.058611223%
	"Connecticut"	"09"	"2011"	"2011"	507	2446361	20.724660015	18.920647665	22.528672366	0.920414464	18.420282383	16.793441853	20.047122912	0.830020678	0.062559768%
	"Connecticut"	"09"	"2012"	"2012"	479	2459721	19.473753324	17.729787463	21.217719185	0.889778500	16.858059306	15.325065154	18.391053459	0.782139874	0.059104791%
	"Connecticut"	"09"	"2013"	"2013"	464	2466623	18.811143819	17.099504380	20.522783258	0.873285428	15.905891465	14.432696682	17.379086249	0.751629992	0.057253910%
	"Connecticut"	"09"	"2014"	"2014"	488	2471195	19.747531053	17.995430746	21.499631360	0.893928728	16.818475311	15.297096985	18.339853636	0.776213431	0.060215319%
	"Connecticut"	"09"	"2015"	"2015"	485	2474612	19.599032091	17.854737532	21.343326650	0.889946203	16.477125164	14.978424120	17.975826208	0.764643390	0.059845143%
	"Connecticut"	"09"	"2016"	"2016"	531	2471134	21.488110317	19.660401379	23.315819255	0.932504560	17.476590583	15.958184247	18.994996919	0.774697110	0.065521177%
	"Connecticut"	"09"	"2017"	"2017"	519	2492175	20.825182822	19.033499648	22.616865996	0.914124068	16.739903735	15.272243955	18.207563514	0.748806010	0.064040473%
	"Connecticut"	"09"	"2018"	"2018"	584	2490603	23.448136857	21.546366875	25.349906839	0.970290807	18.396391423	16.878963804	19.913819043	0.774197765	0.072060956%
	"Connecticut"	"09"	"2019"	"2019"	513	2495774	20.554745742	18.776017921	22.333473563	0.907514194	16.017908763	14.608212286	17.427605241	0.719232897	0.063300120%
	"Connecticut"	"09"	"2020"	"2020"	506	2500234	20.238105713	18.474706377	22.001505050	0.899693539	15.836147922	14.428357784	17.243938060	0.718260274	0.062436376%
"Total"	"Connecticut"	"09"			10490	53012824	19.787664962	19.408993239	20.166336685	0.193199859	17.264369715	16.931283834	17.597455597	0.169941776	1.294382577%
	"Delaware"	"10"	"1999"	"1999"	90	509177	17.675582361	14.213289288	21.726295571	1.863169974	17.837481779	14.324924867	21.950626702	1.885805994	0.011105284%
	"Delaware"	"10"	"2000"	"2000"	87	513685	16.936449381	13.565418496	20.891110311	1.815777968	16.995728107	13.612898385	20.964230620	1.826141393	0.010735108%
	"Delaware"	"10"	"2001"	"2001"	109	521131	20.916046061	16.989394076	24.842698047	2.003393870	20.669192177	16.780240280	24.558144074	1.984159131	0.013449733%
	"Delaware"	"10"	"2002"	"2002"	79	528544	14.946721560	11.833468926	18.628099080	1.681637559	14.716738794	11.651389270	18.341471559	1.658923315	0.009747972%
	"Delaware"	"10"	"2003"	"2003"	79	537754	14.690732194	11.630799585	18.309059533	1.652836505	14.347292385	11.358894854	17.881030500	1.618375413	0.009747972%
	"Delaware"	"10"	"2004"	"2004"	88	548360	16.047851776	12.870858560	19.771434824	1.710706747	15.438285793	12.365449389	19.043125525	1.650592575	0.010858500%
